"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        1031,      -5.183768873,      -3.408531599,      -2.763340631,      0.2962759108,      -7.087717083
          0,           0,        1032,      -5.172737615,      -3.395056858,      -2.743956237,      0.3073421706,      -7.087704095
          0,           0,        1033,      -5.174293251,      -3.391704205,      -2.754359105,      0.3057741838,      -7.087704601
          0,           0,        1034,       -5.18299629,      -3.392656072,      -2.759479872,      0.2970710026,      -7.087711983
          0,           0,        1035,      -5.178531323,      -3.405105886,      -2.750577624,      0.3015374575,      -7.087712718
          0,           0,        1036,      -5.170100673,      -3.400827546,      -2.748692293,      0.3099695474,      -7.087712871
          0,           0,        1037,      -5.169759387,      -3.392499726,          -2.76239,      0.3103329928,      -7.087709121
          0,           0,        1038,      -5.178316723,      -3.388299692,      -2.749152607,      0.3017628698,      -7.087708286
          0,           0,        1039,      -5.180181807,      -3.403943255,      -2.756408702,      0.2998962469,      -7.087706719
          0,           0,        1040,      -5.172009311,      -3.402715784,      -2.753335812,      0.3080814114,      -7.087701547
          0,           0,        1041,      -5.169578819,      -3.393013392,      -2.756979131,      0.3105010695,      -7.087701088
          0,           0,        1042,      -5.178033009,      -3.389462321,      -2.751223755,      0.3020224049,      -7.087702852
          0,           0,        1043,      -5.179463825,      -3.402293207,      -2.761684187,      0.3006168928,      -7.087700484
          0,           0,        1044,      -5.172711393,      -3.400522822,      -2.745785556,      0.3073852464,      -7.087688196
          0,           0,        1045,      -5.171190288,      -3.393252064,      -2.758610733,      0.3089199762,       -7.08767507
          0,           0,        1046,      -5.179004727,      -3.390877958,      -2.754824966,      0.3010621093,      -7.087672301
          0,           0,        1047,      -5.177905105,      -3.405381807,      -2.753909476,       0.302160827,      -7.087686655
          0,           0,        1048,      -5.170949561,      -3.405675536,      -2.752074023,      0.3091293452,      -7.087690802
          0,           0,        1049,      -5.168263893,      -3.394330375,       -2.75447625,      0.3118471568,      -7.087686152
          0,           0,        1050,      -5.176048581,        -3.3922616,      -2.754585448,       0.304044306,      -7.087675639
          0,           0,        1051,      -5.177813872,       -3.40613725,      -2.752132513,      0.3022630804,      -7.087667547
          0,           0,        1052,      -5.168878171,       -3.39886648,      -2.747659037,      0.3112107917,      -7.087669857
          0,           0,        1053,      -5.166026844,        -3.3946602,      -2.755142596,      0.3140721951,      -7.087668464
          0,           0,        1054,      -5.174732862,      -3.393366347,      -2.751559783,      0.3053426288,      -7.087665124
          0,           0,        1055,      -5.175102942,      -3.407758515,      -2.751296337,      0.3049684315,      -7.087655394
          0,           0,        1056,      -5.167773535,      -3.401699778,      -2.746749975,       0.312317276,      -7.087639776
          0,           0,        1057,      -5.163852099,      -3.391929563,      -2.752391146,      0.3162494916,      -7.087640694
          0,           0,        1058,      -5.172840778,      -3.384490357,      -2.749675036,      0.3072514227,      -7.087648047
          0,           0,        1059,      -5.175949599,      -3.402743635,      -2.747746043,      0.3041102012,       -7.08765037
          0,           0,        1060,      -5.169029666,       -3.40106666,      -2.755337505,      0.3110609392,      -7.087638979
          0,           0,        1061,      -5.165186818,      -3.383968373,      -2.745102093,      0.3149196538,      -7.087630237
          0,           0,        1062,      -5.172958624,      -3.387546523,      -2.753728718,      0.3071432117,      -7.087625808
          0,           0,        1063,      -5.176730307,      -3.403075877,      -2.753328567,      0.3033560556,      -7.087621333
          0,           0,        1064,      -5.168382589,      -3.395166381,      -2.737116934,      0.3117273309,      -7.087608826
          0,           0,        1065,      -5.164629978,      -3.394362028,      -2.757799518,      0.3154950189,      -7.087606914
          0,           0,        1066,      -5.174840901,      -3.387502077,      -2.746957001,      0.3052500997,      -7.087598647
          0,           0,        1067,      -5.177029902,      -3.400932531,       -2.74737611,      0.3030494614,      -7.087593121
          0,           0,        1068,      -5.166976043,      -3.397948316,      -2.749959374,      0.3131320151,      -7.087594192
          0,           0,        1069,         -5.163932,      -3.389203399,      -2.755832591,      0.3161893578,      -7.087590715
          0,           0,        1070,       -5.17133243,      -3.382943623,      -2.740006258,      0.3087675654,      -7.087575549
          0,           0,        1071,      -5.174069038,      -3.404044325,      -2.750365054,      0.3060226017,      -7.087567789
          0,           0,        1072,      -5.167871561,      -3.402297017,      -2.751454246,      0.3122347689,      -7.087562781
          0,           0,        1073,      -5.163367097,       -3.38618849,      -2.744236573,      0.3167513839,      -7.087559306
          0,           0,        1074,      -5.172648583,      -3.390128022,      -2.751876636,      0.3074381525,      -7.087551359
          0,           0,        1075,      -5.177240367,      -3.403392671,      -2.752870666,      0.3028273873,      -7.087543417
          0,           0,        1076,      -5.168655986,      -3.396330206,      -2.740238945,      0.3114486454,      -7.087534169
          0,           0,        1077,      -5.161489967,      -3.394588602,      -2.751588374,      0.3186166682,       -7.08753151
          0,           0,        1078,      -5.173322341,      -3.390479068,      -2.752261287,      0.3067685168,      -7.087524364
          0,           0,        1079,      -5.174574256,      -3.400429805,      -2.742357114,      0.3055057522,      -7.087512036
          0,           0,        1080,      -5.164061774,      -3.403256477,      -2.747951781,      0.3160184045,      -7.087504654
          0,           0,        1081,      -5.164437167,      -3.388010227,      -2.752804706,      0.3156828874,      -7.087498947
          0,           0,        1082,      -5.172546154,      -3.385097168,      -2.742249268,      0.3075524351,      -7.087491595
          0,           0,        1083,      -5.178905644,      -3.406345323,      -2.751818005,      0.3011625869,      -7.087482595
          0,           0,        1084,      -5.175861619,      -3.403208992,      -2.751793707,      0.3042108913,      -7.087474019
          0,           0,        1085,      -5.163401271,      -3.393136609,      -2.742322919,      0.3167446739,      -7.087464092
          0,           0,        1086,      -5.162236486,      -3.390252965,      -2.747415166,      0.3178952239,      -7.087451929
